student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score,Total Screen Time Check
1307.00,25.00,Other,Undergraduate,8.67,3.63,1.24,1.87,0.32,8.39,8.64,47.00,121.00,1.00,1.00,Good,2.00,40.06,58.45,45.67,19.34,3.43
1308.00,17.00,Female,Postgraduate,3.81,5.06,1.39,1.54,0.00,8.08,3.94,19.00,258.00,1.00,1.00,Poor,1.00,22.73,55.62,9.54,6.98,2.93
1309.00,20.00,Female,Postgraduate,5.35,2.29,2.36,2.08,2.74,6.91,9.61,102.00,218.00,1.00,1.00,Poor,7.00,40.44,70.18,44.16,17.08,7.18
1310.00,25.00,Other,Undergraduate,4.74,0.78,2.53,1.43,0.84,5.62,7.79,115.00,391.00,0.00,1.00,Good,7.00,28.74,59.04,37.44,19.35,4.80
1311.00,25.00,Female,Postgraduate,5.04,2.46,1.92,4.24,2.72,8.49,5.05,92.00,206.00,1.00,1.00,Poor,1.00,13.57,43.89,20.05,1.49,8.88
1312.00,22.00,Female,Postgraduate,7.75,2.61,3.81,0.00,2.00,7.64,5.59,120.00,206.00,0.00,0.00,Good,1.00,35.33,15.89,54.45,33.32,5.81
1313.00,23.00,Other,Undergraduate,2.73,2.30,0.89,4.99,1.39,7.20,11.30,91.00,299.00,0.00,0.00,Average,8.00,18.08,38.41,35.38,27.45,7.27
1314.00,18.00,Male,High School,2.19,1.01,0.54,1.89,2.26,9.02,7.61,54.00,254.00,0.00,1.00,Good,7.00,33.92,47.26,32.33,16.76,4.69
1315.00,19.00,Other,Postgraduate,5.32,3.47,1.26,1.08,3.25,7.56,3.58,101.00,197.00,0.00,0.00,Average,4.00,44.15,25.02,46.31,20.60,5.59
1316.00,19.00,Other,Postgraduate,6.42,2.95,0.30,1.50,1.49,5.62,4.49,72.00,177.00,0.00,1.00,Good,6.00,39.85,54.79,57.84,28.93,3.29
1317.00,17.00,Female,Postgraduate,7.39,0.31,0.15,4.53,0.02,8.05,11.57,118.00,287.00,1.00,0.00,Poor,9.00,42.37,54.86,57.69,40.45,4.70
1318.00,25.00,Other,Undergraduate,6.29,1.76,2.66,2.64,2.42,4.95,6.06,10.00,465.00,1.00,1.00,Average,1.00,22.73,70.95,17.90,1.00,7.72
1319.00,21.00,Other,Postgraduate,5.78,2.94,1.26,4.62,1.70,8.38,7.34,85.00,229.00,1.00,1.00,Good,1.00,18.54,41.71,28.30,9.28,7.58
1320.00,16.00,Male,High School,4.50,1.76,1.54,4.72,2.70,6.47,7.73,33.00,214.00,1.00,1.00,Good,2.00,19.42,63.95,12.45,1.18,8.96
1321.00,22.00,Other,Postgraduate,7.18,2.70,5.06,3.93,0.71,7.91,6.18,54.00,192.00,1.00,0.00,Poor,9.00,45.21,32.94,71.31,45.76,9.70
1322.00,19.00,Other,High School,1.80,1.38,2.13,2.99,3.13,7.40,9.80,130.00,195.00,1.00,1.00,Good,3.00,20.68,64.67,1.17,1.00,8.25
1323.00,23.00,Male,Postgraduate,5.13,2.29,0.84,1.41,4.33,7.73,9.65,44.00,203.00,1.00,1.00,Good,10.00,38.04,68.93,44.80,21.03,6.58
1324.00,19.00,Male,Postgraduate,4.11,0.31,1.45,0.41,0.73,6.77,1.00,10.00,47.00,0.00,1.00,Poor,2.00,23.69,35.45,27.25,22.33,2.59
1325.00,22.00,Other,Undergraduate,2.92,0.74,1.75,2.98,2.21,6.68,5.88,147.00,10.00,1.00,0.00,Average,2.00,8.16,33.44,9.80,6.56,6.94
1326.00,16.00,Male,High School,5.11,3.44,2.40,3.30,2.53,8.36,4.37,139.00,402.00,0.00,0.00,Poor,3.00,19.78,14.89,37.83,15.27,8.23
1327.00,18.00,Male,High School,5.39,3.91,3.17,3.42,2.10,6.03,6.37,12.00,201.00,1.00,0.00,Good,5.00,30.60,55.66,39.17,9.78,8.69
1328.00,17.00,Other,Undergraduate,4.88,2.60,1.43,4.35,0.00,7.84,5.59,30.00,483.00,0.00,0.00,Good,1.00,13.24,39.72,12.09,1.00,5.78
1329.00,20.00,Female,High School,2.46,2.12,1.61,2.19,0.00,5.42,8.19,115.00,75.00,1.00,0.00,Good,10.00,35.27,57.55,42.08,22.86,3.80
1330.00,20.00,Male,Undergraduate,3.99,5.26,4.32,3.44,0.00,7.48,7.03,0.00,99.00,0.00,0.00,Good,1.00,24.79,38.50,28.16,17.39,7.76
1331.00,18.00,Female,Undergraduate,5.93,1.69,0.00,2.63,1.15,8.29,6.74,123.00,240.00,1.00,0.00,Poor,2.00,27.54,33.35,37.45,28.79,3.78
1332.00,24.00,Female,Undergraduate,3.92,0.30,1.00,5.30,2.16,4.77,8.21,102.00,475.00,1.00,0.00,Good,6.00,16.36,61.12,31.04,14.11,8.46
1333.00,20.00,Male,High School,4.54,2.12,2.22,3.47,2.49,5.42,6.29,30.00,344.00,0.00,1.00,Average,3.00,20.07,51.43,24.97,8.37,8.18
1334.00,25.00,Female,High School,6.62,4.17,1.57,3.99,1.85,8.15,10.88,145.00,397.00,0.00,0.00,Poor,10.00,46.26,31.75,65.21,45.29,7.41
1335.00,21.00,Male,Undergraduate,3.49,2.40,1.14,2.80,1.27,6.20,6.38,62.00,263.00,0.00,1.00,Poor,2.00,13.96,56.31,6.99,1.00,5.21
1336.00,18.00,Male,High School,3.12,2.84,0.47,1.67,1.32,6.03,2.20,0.00,152.00,1.00,1.00,Good,6.00,28.54,51.92,24.40,14.86,3.46
1337.00,17.00,Other,High School,1.88,2.37,1.72,4.37,2.68,8.24,7.64,13.00,24.00,1.00,0.00,Average,9.00,22.71,43.79,36.58,13.22,8.77
1338.00,22.00,Male,High School,7.49,2.55,1.71,4.08,2.01,7.30,8.85,103.00,412.00,1.00,0.00,Poor,10.00,43.76,56.29,64.68,39.56,7.80
1339.00,25.00,Other,Undergraduate,1.52,0.92,2.23,1.58,1.41,6.90,7.06,118.00,475.00,1.00,1.00,Average,4.00,10.79,62.42,1.55,1.00,5.22
1340.00,18.00,Female,High School,1.61,2.45,2.76,1.53,1.13,9.17,7.36,73.00,243.00,0.00,0.00,Poor,4.00,14.28,19.36,26.20,9.58,5.42
1341.00,24.00,Other,High School,6.53,0.49,1.55,5.88,0.07,8.11,12.73,79.00,269.00,0.00,0.00,Poor,3.00,22.65,29.78,50.47,17.88,7.50
1342.00,20.00,Male,Undergraduate,1.55,1.91,1.81,2.78,3.25,8.42,9.04,33.00,159.00,1.00,1.00,Poor,4.00,17.70,60.51,15.74,1.00,7.84
1343.00,16.00,Female,Undergraduate,7.32,3.61,1.39,5.12,1.54,6.79,4.58,8.00,233.00,0.00,0.00,Poor,3.00,24.22,33.00,50.99,23.20,8.05
1344.00,17.00,Male,High School,3.13,1.93,2.07,2.58,2.50,7.54,4.84,8.00,40.00,0.00,0.00,Good,2.00,15.50,18.70,18.80,12.69,7.15
1345.00,20.00,Female,Postgraduate,1.54,3.25,1.20,2.98,0.00,7.35,5.76,143.00,94.00,0.00,1.00,Average,2.00,15.20,34.58,8.22,1.00,4.18
1346.00,20.00,Female,Postgraduate,2.22,2.37,1.32,1.60,2.03,5.89,5.51,43.00,43.00,1.00,1.00,Good,3.00,22.56,70.62,11.23,1.00,4.95
1347.00,20.00,Female,Undergraduate,3.67,2.73,0.33,2.29,0.16,7.47,9.78,141.00,431.00,1.00,1.00,Poor,7.00,33.87,59.28,39.10,13.78,2.78
1348.00,17.00,Other,Undergraduate,3.30,4.46,1.82,0.00,0.93,8.05,3.72,59.00,350.00,1.00,0.00,Good,5.00,37.10,26.26,34.42,27.32,2.75
1349.00,17.00,Other,High School,3.07,1.43,1.70,2.83,0.00,7.45,10.20,90.00,158.00,1.00,0.00,Good,3.00,19.70,45.52,23.76,4.97,4.53
1350.00,25.00,Male,Postgraduate,5.39,2.48,1.85,3.10,3.70,5.14,8.79,2.00,381.00,0.00,0.00,Good,6.00,28.01,54.30,35.49,17.89,8.65
1351.00,20.00,Male,Postgraduate,4.39,0.00,2.23,3.16,1.90,5.81,1.45,26.00,63.00,0.00,0.00,Good,6.00,33.12,35.65,33.12,29.57,7.29
1352.00,25.00,Female,Postgraduate,4.89,1.52,1.57,4.04,0.00,6.84,5.61,124.00,123.00,1.00,1.00,Poor,4.00,26.85,51.19,26.83,12.91,5.61
1353.00,22.00,Female,High School,4.33,2.47,3.58,0.91,1.39,7.79,4.40,2.00,265.00,1.00,0.00,Average,6.00,30.90,37.84,43.14,31.10,5.88
1354.00,17.00,Female,High School,4.48,1.62,1.16,3.33,2.58,6.68,9.46,15.00,32.00,0.00,0.00,Average,8.00,31.69,34.36,55.91,28.75,7.07
1355.00,22.00,Other,High School,3.60,4.20,3.21,4.04,3.28,7.24,8.80,148.00,285.00,0.00,1.00,Average,8.00,32.93,53.71,40.80,14.66,10.53
1356.00,23.00,Male,High School,5.01,3.25,1.02,4.88,2.29,4.00,10.33,98.00,281.00,0.00,1.00,Average,8.00,30.04,73.79,41.52,20.75,8.19
1357.00,18.00,Other,Undergraduate,4.99,4.16,2.30,3.83,2.05,8.64,2.88,110.00,276.00,1.00,1.00,Good,4.00,32.01,28.50,40.94,26.64,8.18
1358.00,20.00,Other,High School,4.21,3.10,2.95,6.19,0.65,7.31,10.74,46.00,216.00,1.00,0.00,Good,3.00,26.53,50.69,23.79,10.27,9.79
1359.00,25.00,Other,High School,1.00,2.10,2.39,4.77,2.77,7.11,8.65,38.00,263.00,1.00,1.00,Good,8.00,19.49,50.80,24.03,6.49,9.93
1360.00,18.00,Other,High School,5.68,0.20,1.58,2.12,0.85,6.94,13.17,66.00,360.00,1.00,1.00,Average,7.00,34.67,85.41,31.13,14.90,4.55
1361.00,25.00,Other,High School,4.76,2.28,1.95,3.88,1.97,7.36,6.79,110.00,56.00,0.00,1.00,Poor,7.00,27.20,45.59,31.56,18.32,7.80
1362.00,24.00,Male,High School,4.90,1.25,3.07,4.68,0.93,5.88,5.99,83.00,189.00,0.00,1.00,Poor,9.00,36.02,47.38,50.36,28.77,8.68
1363.00,20.00,Male,Postgraduate,7.27,2.27,1.31,4.47,3.03,7.01,8.66,92.00,289.00,1.00,0.00,Average,6.00,39.30,50.07,56.50,30.99,8.81
1364.00,23.00,Other,Undergraduate,6.41,5.01,2.89,2.06,1.59,7.30,9.62,43.00,20.00,0.00,0.00,Average,4.00,45.84,34.20,60.15,32.20,6.54
1365.00,19.00,Other,High School,4.89,2.99,3.58,4.89,0.31,7.32,10.46,85.00,339.00,0.00,0.00,Good,7.00,37.59,38.79,47.09,34.16,8.78
1366.00,16.00,Female,Undergraduate,4.01,4.12,0.87,3.70,0.34,8.45,5.70,99.00,71.00,0.00,1.00,Poor,1.00,31.01,24.41,37.14,22.05,4.91
1367.00,19.00,Male,Undergraduate,8.29,1.07,1.25,4.19,2.38,6.59,9.21,31.00,30.00,1.00,1.00,Poor,1.00,22.96,68.55,30.67,11.15,7.82
1368.00,22.00,Male,Postgraduate,5.38,2.29,2.26,4.46,2.69,5.48,9.67,98.00,481.00,1.00,0.00,Poor,2.00,13.85,64.48,20.08,1.00,9.41
1369.00,23.00,Male,High School,1.94,3.61,0.00,4.02,1.73,5.58,6.43,109.00,197.00,1.00,0.00,Good,2.00,9.34,47.53,5.01,1.00,5.75
1370.00,17.00,Male,High School,4.94,1.91,2.53,4.72,1.44,6.59,11.54,12.00,168.00,0.00,1.00,Average,1.00,17.25,62.99,17.11,1.00,8.69
1371.00,19.00,Male,Postgraduate,3.71,1.88,0.72,3.27,1.35,6.25,1.75,20.00,25.00,1.00,1.00,Average,7.00,30.20,54.87,42.57,16.72,5.34
1372.00,20.00,Other,Undergraduate,3.83,2.10,0.64,1.93,0.96,9.45,8.33,119.00,211.00,1.00,0.00,Poor,7.00,40.19,18.59,55.89,34.01,3.53
1373.00,22.00,Other,Postgraduate,6.90,2.26,3.38,3.90,2.90,6.26,7.58,14.00,468.00,1.00,0.00,Poor,1.00,15.14,53.54,33.07,10.83,10.18
1374.00,16.00,Other,High School,6.77,1.69,2.14,3.31,0.65,6.93,9.88,91.00,448.00,1.00,1.00,Average,9.00,39.38,72.62,49.42,18.27,6.10
1375.00,25.00,Other,Postgraduate,3.27,2.82,1.56,5.19,2.39,7.39,6.89,117.00,18.00,1.00,0.00,Poor,3.00,15.94,46.59,13.68,5.55,9.14
1376.00,18.00,Female,Postgraduate,5.05,2.10,2.27,4.88,4.04,5.29,7.96,76.00,79.00,1.00,1.00,Poor,6.00,19.15,65.45,35.49,5.14,11.19
1377.00,22.00,Other,Undergraduate,5.30,1.59,3.27,2.52,0.55,4.93,9.72,134.00,16.00,1.00,1.00,Average,7.00,27.76,69.71,33.10,10.51,6.34
1378.00,19.00,Other,Postgraduate,4.74,2.24,2.67,2.24,3.06,5.22,9.98,132.00,73.00,0.00,1.00,Poor,8.00,26.12,58.45,38.48,11.53,7.97
1379.00,23.00,Female,High School,3.52,4.23,2.90,4.48,2.99,7.75,3.76,97.00,220.00,0.00,1.00,Good,3.00,21.00,31.61,26.75,8.76,10.37
1380.00,25.00,Female,Postgraduate,7.15,2.85,1.28,2.97,1.64,7.54,8.50,17.00,128.00,1.00,0.00,Poor,2.00,39.51,43.58,39.50,22.65,5.89
1381.00,25.00,Female,Postgraduate,2.21,4.29,2.42,3.01,0.00,6.39,4.73,122.00,54.00,1.00,1.00,Poor,6.00,25.00,61.91,14.25,7.20,5.43
1382.00,22.00,Male,Postgraduate,4.72,3.13,1.45,5.63,3.19,7.43,8.15,75.00,114.00,0.00,1.00,Good,1.00,14.16,43.24,11.24,1.00,10.27
1383.00,16.00,Female,Undergraduate,4.08,2.06,1.46,3.26,1.59,8.30,7.31,30.00,151.00,1.00,0.00,Good,2.00,25.48,36.60,19.73,14.42,6.31
1384.00,24.00,Female,High School,5.13,1.95,1.34,4.46,0.00,7.38,4.62,114.00,271.00,0.00,1.00,Good,2.00,20.67,30.62,24.02,14.37,5.80
1385.00,17.00,Female,High School,4.04,2.22,2.34,1.12,3.46,8.53,12.70,7.00,132.00,0.00,1.00,Poor,9.00,36.04,52.89,41.81,21.46,6.92
1386.00,25.00,Female,Undergraduate,1.75,3.01,1.22,4.40,2.41,7.04,7.26,1.00,393.00,0.00,1.00,Average,6.00,16.05,61.99,7.32,4.10,8.03
1387.00,19.00,Male,Postgraduate,4.20,2.71,1.94,5.16,0.26,8.12,3.17,85.00,58.00,1.00,0.00,Poor,8.00,38.26,26.13,57.13,28.78,7.36
1388.00,22.00,Male,High School,1.86,1.91,0.52,4.26,3.36,6.97,7.17,97.00,73.00,0.00,0.00,Average,7.00,22.21,29.36,28.10,14.57,8.14
1389.00,20.00,Female,Postgraduate,4.76,3.42,2.40,1.73,0.00,8.06,3.37,10.00,222.00,1.00,0.00,Average,7.00,39.75,36.08,52.61,37.52,4.13
1390.00,21.00,Other,Undergraduate,4.86,2.38,1.66,2.95,1.25,5.02,3.45,63.00,357.00,0.00,0.00,Poor,9.00,38.43,37.32,48.17,39.53,5.86
1391.00,17.00,Female,Undergraduate,2.46,1.77,0.61,2.71,1.61,8.07,8.04,103.00,147.00,1.00,0.00,Good,8.00,29.52,39.52,42.03,16.76,4.93
1392.00,24.00,Male,Undergraduate,5.47,3.44,1.91,4.42,2.35,6.31,10.31,17.00,206.00,0.00,1.00,Good,3.00,28.96,59.75,22.85,2.47,8.68
1393.00,21.00,Male,High School,6.21,3.03,0.85,2.59,1.18,7.21,5.38,49.00,493.00,0.00,0.00,Poor,6.00,32.96,39.00,44.50,31.20,4.62
1394.00,22.00,Female,Undergraduate,3.87,1.31,3.82,1.15,1.90,7.91,9.97,118.00,70.00,1.00,1.00,Good,9.00,36.41,61.47,36.92,14.48,6.87
1395.00,18.00,Male,Undergraduate,4.86,2.37,1.92,1.25,1.58,5.97,4.75,2.00,214.00,0.00,1.00,Poor,2.00,22.41,49.03,18.41,4.45,4.75
1396.00,20.00,Female,Undergraduate,5.87,3.10,1.72,2.71,2.04,7.34,8.12,52.00,382.00,1.00,0.00,Average,4.00,39.26,53.45,42.60,28.19,6.47
1397.00,22.00,Male,Postgraduate,4.76,3.31,2.42,1.65,0.63,8.12,6.79,84.00,92.00,1.00,1.00,Good,10.00,46.50,47.35,56.36,31.51,4.70
1398.00,24.00,Male,High School,4.39,1.87,2.51,3.08,3.06,6.74,6.52,79.00,178.00,1.00,0.00,Average,4.00,22.13,50.44,23.44,16.74,8.65
1399.00,17.00,Male,High School,8.26,0.82,3.38,2.20,2.69,5.22,10.39,67.00,407.00,0.00,1.00,Average,2.00,27.11,63.88,40.24,17.03,8.27
1400.00,23.00,Female,Postgraduate,9.57,3.06,2.39,3.05,0.00,6.74,4.87,112.00,24.00,1.00,0.00,Poor,2.00,38.20,30.70,56.21,34.31,5.44
1401.00,20.00,Female,Undergraduate,4.34,1.57,1.28,1.70,1.45,7.54,8.10,10.00,225.00,0.00,0.00,Good,1.00,28.28,26.83,34.96,18.84,4.43
1402.00,25.00,Other,Undergraduate,5.93,2.75,1.08,4.77,3.65,7.85,5.99,40.00,349.00,0.00,1.00,Poor,9.00,35.68,42.84,65.81,41.51,9.50
1403.00,25.00,Female,Undergraduate,4.57,2.43,1.40,3.13,3.30,9.22,8.73,95.00,146.00,0.00,0.00,Poor,5.00,27.41,13.91,47.50,33.16,7.83
1404.00,18.00,Other,Postgraduate,4.20,1.47,0.25,4.38,1.98,6.17,8.78,39.00,385.00,0.00,0.00,Poor,3.00,18.90,42.50,23.95,5.62,6.61
1405.00,16.00,Male,High School,7.57,1.07,1.79,2.95,2.21,6.21,4.06,85.00,10.00,0.00,0.00,Average,2.00,21.57,36.49,35.97,18.67,6.95
1406.00,16.00,Male,High School,5.77,1.96,2.41,2.10,0.21,6.42,7.52,128.00,249.00,0.00,1.00,Good,6.00,28.62,57.22,47.76,22.73,4.72
1407.00,19.00,Male,Postgraduate,3.76,0.66,1.98,4.38,1.22,6.15,5.71,39.00,54.00,0.00,1.00,Good,6.00,20.70,40.40,27.18,6.09,7.58
1408.00,20.00,Female,Postgraduate,4.57,3.35,2.33,4.76,2.30,7.67,7.70,131.00,12.00,0.00,0.00,Average,8.00,31.82,21.89,55.54,26.78,9.39
1409.00,25.00,Other,Undergraduate,7.38,2.83,2.91,1.39,2.25,7.25,10.52,33.00,341.00,0.00,1.00,Average,1.00,26.90,60.51,35.32,12.54,6.55
1410.00,20.00,Male,Undergraduate,2.66,0.53,2.82,6.18,0.56,6.17,2.91,49.00,342.00,1.00,1.00,Average,7.00,13.76,60.01,22.13,4.54,9.56
1411.00,18.00,Male,Postgraduate,4.06,1.06,2.97,4.53,2.42,5.25,5.27,63.00,129.00,1.00,0.00,Poor,2.00,10.12,50.35,4.36,1.00,9.92
1412.00,17.00,Other,Undergraduate,2.76,2.69,2.46,4.30,4.17,6.68,5.35,44.00,437.00,0.00,1.00,Poor,8.00,22.71,54.36,31.37,11.63,10.93
1413.00,24.00,Female,Postgraduate,3.02,1.21,2.25,2.88,0.00,7.72,4.75,83.00,205.00,1.00,0.00,Poor,10.00,34.18,37.79,51.51,32.16,5.13
1414.00,18.00,Male,High School,4.53,3.65,0.69,2.90,1.20,6.26,5.75,4.00,239.00,0.00,1.00,Good,5.00,28.61,51.32,36.57,13.68,4.79
1415.00,22.00,Male,High School,2.55,3.41,2.59,2.33,0.52,4.69,5.30,69.00,283.00,1.00,1.00,Good,5.00,21.28,60.79,13.15,3.51,5.44
1416.00,20.00,Other,High School,4.74,3.62,3.84,2.63,0.00,5.59,3.02,34.00,452.00,0.00,0.00,Poor,8.00,42.45,45.05,55.69,33.01,6.47
1417.00,25.00,Female,Undergraduate,2.62,3.10,3.38,3.90,1.40,7.49,5.04,113.00,95.00,1.00,0.00,Average,7.00,26.22,28.70,36.24,17.10,8.68
1418.00,20.00,Other,Undergraduate,6.57,2.13,1.99,4.11,1.99,7.90,6.59,97.00,471.00,0.00,1.00,Good,6.00,27.32,51.83,52.49,20.49,8.09
1419.00,22.00,Female,High School,8.29,2.18,1.46,2.15,0.05,7.22,8.50,56.00,75.00,1.00,0.00,Average,10.00,54.26,47.94,83.20,50.83,3.66
1420.00,25.00,Male,High School,1.02,1.03,3.18,3.08,0.41,6.27,8.60,127.00,457.00,0.00,1.00,Average,7.00,21.08,48.72,18.62,1.00,6.67
1421.00,23.00,Other,High School,4.32,3.98,1.47,0.00,1.18,7.04,10.27,104.00,416.00,0.00,0.00,Poor,10.00,47.14,47.81,53.04,37.01,2.65
1422.00,16.00,Female,Postgraduate,1.96,2.72,3.13,4.09,2.27,10.00,5.79,88.00,109.00,0.00,1.00,Average,10.00,31.27,17.85,49.09,26.91,9.49
1423.00,23.00,Female,Postgraduate,6.55,1.93,2.72,2.44,0.48,8.02,8.55,33.00,12.00,0.00,0.00,Poor,6.00,43.79,23.52,62.52,41.75,5.64
1424.00,18.00,Male,Undergraduate,6.67,5.07,1.77,4.28,3.73,5.84,7.67,145.00,261.00,0.00,0.00,Poor,4.00,37.28,50.54,48.90,31.75,9.78
1425.00,22.00,Female,High School,5.22,1.41,0.91,4.57,1.36,8.42,6.39,73.00,262.00,1.00,1.00,Good,10.00,30.18,47.53,56.62,21.73,6.84
1426.00,18.00,Male,High School,4.90,4.69,2.30,4.00,1.45,7.78,6.83,22.00,206.00,1.00,0.00,Good,2.00,25.43,47.68,32.02,10.78,7.75
1427.00,17.00,Male,High School,4.26,2.60,2.64,0.64,1.66,6.17,4.26,96.00,260.00,0.00,0.00,Good,9.00,38.75,26.56,51.39,20.87,4.94
1428.00,18.00,Male,Postgraduate,5.58,2.56,2.83,1.28,0.58,6.40,7.84,129.00,49.00,1.00,0.00,Average,3.00,28.46,48.42,32.97,8.63,4.69
1429.00,22.00,Male,Undergraduate,10.52,1.11,1.88,2.71,0.69,6.53,6.94,0.00,38.00,0.00,0.00,Good,5.00,34.80,26.73,86.22,52.22,5.28
1430.00,17.00,Female,High School,7.87,2.95,2.36,0.79,0.89,8.09,2.66,76.00,162.00,0.00,0.00,Poor,10.00,52.18,16.26,83.55,54.41,4.04
1431.00,25.00,Female,Undergraduate,5.29,1.80,0.68,3.07,2.10,7.86,9.71,135.00,15.00,0.00,0.00,Average,8.00,37.05,17.42,56.70,35.76,5.85
1432.00,24.00,Female,High School,7.00,2.76,1.34,1.99,3.25,8.76,4.92,128.00,272.00,1.00,1.00,Good,10.00,41.21,31.40,74.99,34.91,6.58
1433.00,25.00,Other,Postgraduate,2.93,3.38,3.53,5.14,1.03,8.07,7.02,41.00,81.00,1.00,1.00,Average,1.00,8.79,49.03,9.19,1.00,9.70
1434.00,16.00,Other,High School,2.29,1.25,1.89,5.40,0.00,9.65,5.91,104.00,263.00,1.00,0.00,Average,10.00,32.65,28.20,34.32,27.89,7.29
1435.00,17.00,Male,Postgraduate,8.14,4.04,2.08,3.01,1.81,6.37,10.18,108.00,165.00,0.00,1.00,Good,8.00,42.52,42.04,72.16,41.87,6.90
1436.00,21.00,Other,Undergraduate,2.64,2.15,2.23,2.67,0.00,7.99,7.54,75.00,182.00,1.00,0.00,Poor,3.00,22.66,30.48,26.68,13.81,4.90
1437.00,20.00,Male,Undergraduate,3.61,3.26,2.20,2.18,1.13,4.00,6.81,76.00,245.00,1.00,1.00,Average,2.00,29.54,81.70,13.50,1.00,5.51
1438.00,22.00,Male,Postgraduate,5.43,2.87,3.03,3.74,0.35,5.57,11.15,133.00,27.00,1.00,1.00,Poor,7.00,38.94,66.89,46.34,15.20,7.12
1439.00,19.00,Male,Postgraduate,3.91,2.10,1.95,1.63,1.40,6.49,1.00,90.00,296.00,0.00,0.00,Poor,9.00,36.48,22.70,52.50,32.44,4.98
1440.00,24.00,Other,Undergraduate,3.16,1.60,1.49,5.15,1.40,6.70,12.38,18.00,312.00,1.00,1.00,Poor,1.00,9.31,82.77,1.35,1.00,8.04
1441.00,23.00,Other,Postgraduate,3.16,2.57,1.75,4.11,1.56,8.25,10.63,130.00,39.00,0.00,0.00,Poor,4.00,22.14,22.24,24.45,10.39,7.42
1442.00,18.00,Male,High School,5.65,2.54,2.42,2.16,0.31,7.66,8.78,70.00,388.00,1.00,1.00,Average,8.00,43.92,50.95,52.17,23.21,4.89
1443.00,16.00,Other,Postgraduate,5.71,3.52,2.94,1.92,2.27,5.86,10.68,13.00,372.00,1.00,1.00,Poor,3.00,27.27,84.16,25.17,7.13,7.13
1444.00,17.00,Male,Postgraduate,5.25,2.84,1.64,3.18,1.08,7.67,9.40,31.00,339.00,0.00,1.00,Good,7.00,39.80,53.18,59.63,36.86,5.90
1445.00,20.00,Female,Undergraduate,3.56,4.09,3.34,2.16,2.43,7.63,4.79,0.00,21.00,0.00,1.00,Average,2.00,25.38,33.13,21.20,1.59,7.93
1446.00,16.00,Female,Postgraduate,4.84,2.88,2.47,2.25,2.44,6.90,7.23,50.00,49.00,0.00,1.00,Poor,3.00,27.40,51.45,33.88,16.84,7.16
1447.00,22.00,Other,High School,3.79,2.42,2.02,1.91,2.20,7.55,10.86,18.00,25.00,1.00,0.00,Good,8.00,33.11,54.51,37.41,10.28,6.13
1448.00,24.00,Other,Postgraduate,2.50,2.85,3.18,2.93,1.31,5.09,2.77,43.00,344.00,1.00,1.00,Good,5.00,22.41,70.01,12.83,5.94,7.42
1449.00,24.00,Female,Undergraduate,4.96,4.14,1.35,6.47,2.36,7.00,4.47,115.00,64.00,1.00,1.00,Good,6.00,20.80,37.93,37.63,5.40,10.18
1450.00,23.00,Male,Postgraduate,8.35,2.11,2.06,3.85,0.00,7.85,5.70,24.00,326.00,0.00,0.00,Average,6.00,35.62,30.58,61.85,38.74,5.91
1451.00,16.00,Other,Postgraduate,5.46,2.96,3.11,2.45,1.59,6.65,6.93,76.00,66.00,0.00,0.00,Average,8.00,50.54,36.50,57.46,39.71,7.15
1452.00,17.00,Female,Postgraduate,3.16,2.91,1.83,4.49,2.57,6.35,8.67,149.00,408.00,0.00,1.00,Good,4.00,32.06,53.13,28.54,3.04,8.89
1453.00,21.00,Female,Postgraduate,4.78,2.92,2.76,3.21,1.83,8.41,2.36,46.00,324.00,1.00,1.00,Poor,3.00,20.82,46.39,25.40,8.84,7.80
1454.00,21.00,Other,High School,0.44,2.37,1.09,3.89,2.36,6.35,9.28,54.00,322.00,0.00,1.00,Poor,3.00,5.79,48.95,1.00,1.00,7.34
1455.00,18.00,Male,Postgraduate,5.47,1.80,0.87,4.67,0.50,5.88,3.84,118.00,179.00,0.00,0.00,Good,8.00,30.15,32.93,60.54,27.37,6.04
1456.00,17.00,Other,High School,4.21,3.84,2.60,4.29,1.84,7.17,8.28,50.00,83.00,0.00,1.00,Average,7.00,26.83,47.10,45.43,23.24,8.73
1457.00,20.00,Male,High School,5.94,2.38,1.18,4.48,3.40,7.43,6.32,90.00,187.00,0.00,1.00,Good,9.00,30.33,46.37,62.93,28.41,9.06
1458.00,22.00,Male,High School,4.10,4.67,3.36,3.00,0.00,7.59,9.05,114.00,419.00,1.00,1.00,Poor,5.00,35.27,61.36,33.07,1.57,6.36
1459.00,25.00,Male,Postgraduate,1.94,3.17,2.37,2.69,0.00,7.98,6.00,91.00,185.00,0.00,1.00,Poor,6.00,34.33,32.73,31.76,17.02,5.06
1460.00,23.00,Female,Undergraduate,6.58,1.75,0.67,5.29,3.01,6.24,10.83,30.00,341.00,0.00,0.00,Poor,8.00,28.29,44.76,61.06,33.35,8.97
1461.00,17.00,Other,High School,3.61,2.69,3.25,0.73,0.24,8.07,8.05,87.00,401.00,1.00,1.00,Poor,8.00,42.54,64.51,40.83,15.23,4.22
